Metadata,,,,Phage,,,Bacteria counts,,,,Bacteria CFU,,,,ln(Malthusian parameters),,,Selection rate constants,
Diversity,Phage,Timepoint,Replicate,phage_count,phage_dilution,PFU,SM_count,CRISPR_count,BIM_count,dilution,SM_CFU,CRISPR_CFU,BIM_CFU,total_CFU,mSM,mCRISPR,mBIM,rCRISPR,rBIM
12,mono,2,3,6,1.00E+02,120000,,,,,,,,,,,,,
12,mono,2,4,8,1.00E+02,160000,,,,,,,,,,,,,
12,mono,2,5,16,1.00E+01,32000,,,,,,,,,,,,,
12,mono,2,6,16,1.00E+01,32000,,,,,,,,,,,,,
12,mono,2,7,11,1.00E+01,22000,,,,,,,,,,,,,
12,mono,2,8,26,1.00E+01,52000,,,,,,,,,,,,,
12,mono,2,9,24,1.00E+00,4800,,,,,,,,,,,,,
12,mono,2,10,24,1.00E+01,48000,,,,,,,,,,,,,
12,mono,2,11,16,1.00E+01,32000,,,,,,,,,,,,,
12,mono,2,12,4,1.00E+00,800,,,,,,,,,,,,,
12,mono,2,13,6,1.00E+00,1200,,,,,,,,,,,,,
12,mono,2,14,4,1.00E+01,8000,,,,,,,,,,,,,
12,mono,2,15,8,1.00E+01,16000,,,,,,,,,,,,,
12,mono,2,16,16,1.00E+01,32000,,,,,,,,,,,,,
12,poly,2,1,18,1.00E+02,360000,,,,,,,,,,,,,
12,poly,2,2,13,1.00E+02,260000,,,,,,,,,,,,,
12,poly,2,3,8,1.00E+03,1600000,,,,,,,,,,,,,
12,poly,2,4,12,1.00E+02,240000,,,,,,,,,,,,,
12,poly,2,5,20,1.00E+02,400000,,,,,,,,,,,,,
12,poly,2,6,5,1.00E+03,1000000,,,,,,,,,,,,,
12,poly,2,7,10,1.00E+03,2000000,,,,,,,,,,,,,
12,poly,2,8,5,1.00E+03,1000000,,,,,,,,,,,,,
12,poly,2,9,11,1.00E+03,2200000,,,,,,,,,,,,,
12,poly,2,10,13,1.00E+02,260000,,,,,,,,,,,,,
12,poly,2,11,8,1.00E+02,160000,,,,,,,,,,,,,
12,poly,2,12,12,1.00E+02,240000,,,,,,,,,,,,,
12,poly,2,13,17,1.00E+01,34000,,,,,,,,,,,,,
12,poly,2,14,8,1.00E+03,1600000,,,,,,,,,,,,,
12,poly,2,15,16,1.00E+02,320000,,,,,,,,,,,,,
12,poly,2,16,15,1.00E+03,3000000,,,,,,,,,,,,,
24,mono,2,1,8,1.00E+00,1600,,,,,,,,,,,,,
24,mono,2,2,17,1.00E+02,340000,,,,,,,,,,,,,
24,mono,2,3,15,1.00E+01,30000,,,,,,,,,,,,,
24,mono,2,4,11,1.00E+01,22000,,,,,,,,,,,,,
24,mono,2,5,21,1.00E+00,4200,,,,,,,,,,,,,
24,mono,2,6,6,1.00E+02,120000,,,,,,,,,,,,,
24,mono,2,7,17,1.00E+01,34000,,,,,,,,,,,,,
24,mono,2,8,7,1.00E+01,14000,,,,,,,,,,,,,
24,mono,2,9,2,1.00E+00,400,,,,,,,,,,,,,
24,mono,2,10,4,1.00E+00,800,,,,,,,,,,,,,
24,mono,2,11,11,1.00E+00,2200,,,,,,,,,,,,,
24,mono,2,12,9,1.00E+00,1800,,,,,,,,,,,,,
24,mono,2,13,3,1.00E+01,6000,,,,,,,,,,,,,
24,mono,2,14,4,1.00E+00,800,,,,,,,,,,,,,
24,mono,2,15,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,2,16,0,1.00E+00,0,,,,,,,,,,,,,
24,poly,2,1,10,1.00E+02,200000,,,,,,,,,,,,,
24,poly,2,2,15,1.00E+01,30000,,,,,,,,,,,,,
24,poly,2,3,15,1.00E+01,30000,,,,,,,,,,,,,
24,poly,2,4,12,1.00E+01,24000,,,,,,,,,,,,,
24,poly,2,5,4,1.00E+02,80000,,,,,,,,,,,,,
24,poly,2,6,16,1.00E+01,32000,,,,,,,,,,,,,
24,poly,2,7,21,1.00E+01,42000,,,,,,,,,,,,,
24,poly,2,8,15,1.00E+01,30000,,,,,,,,,,,,,
24,poly,2,9,20,1.00E+01,40000,,,,,,,,,,,,,
24,poly,2,10,14,1.00E+00,2800,,,,,,,,,,,,,
24,poly,2,11,12,1.00E+01,24000,,,,,,,,,,,,,
24,poly,2,12,12,1.00E+00,2400,,,,,,,,,,,,,
24,poly,2,13,16,1.00E+01,32000,,,,,,,,,,,,,
24,poly,2,14,6,1.00E+00,1200,,,,,,,,,,,,,
24,poly,2,15,12,1.00E+01,24000,,,,,,,,,,,,,
24,poly,2,16,16,1.00E+00,3200,,,,,,,,,,,,,
48,mono,2,1,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,2,2,7,1.00E+01,14000,,,,,,,,,,,,,
48,mono,2,3,5,1.00E+01,10000,,,,,,,,,,,,,
48,mono,2,4,16,1.00E+00,3200,,,,,,,,,,,,,
48,mono,2,5,13,1.00E+00,2600,,,,,,,,,,,,,
48,mono,2,6,7,1.00E+01,14000,,,,,,,,,,,,,
48,mono,2,7,17,1.00E+00,3400,,,,,,,,,,,,,
48,mono,2,8,8,1.00E+00,1600,,,,,,,,,,,,,
48,mono,2,9,16,1.00E+00,3200,,,,,,,,,,,,,
48,mono,2,10,17,1.00E+00,3400,,,,,,,,,,,,,
48,mono,2,11,20,1.00E+00,4000,,,,,,,,,,,,,
48,mono,2,12,20,1.00E+00,4000,,,,,,,,,,,,,
48,mono,2,13,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,2,14,18,1.00E+00,3600,,,,,,,,,,,,,
48,mono,2,15,10,1.00E+00,2000,,,,,,,,,,,,,
48,mono,2,16,15,1.00E+00,3000,,,,,,,,,,,,,
48,poly,2,1,16,1.00E+00,3200,,,,,,,,,,,,,
48,poly,2,2,4,1.00E+01,8000,,,,,,,,,,,,,
48,poly,2,3,17,1.00E+00,3400,,,,,,,,,,,,,
48,poly,2,4,6,1.00E+01,12000,,,,,,,,,,,,,
48,poly,2,5,18,1.00E+00,3600,,,,,,,,,,,,,
48,poly,2,6,6,1.00E+01,12000,,,,,,,,,,,,,
48,poly,2,7,7,1.00E+01,14000,,,,,,,,,,,,,
48,poly,2,8,25,1.00E+00,5000,,,,,,,,,,,,,
48,poly,2,9,20,1.00E+00,4000,,,,,,,,,,,,,
48,poly,2,10,26,1.00E+00,5200,,,,,,,,,,,,,
48,poly,2,11,20,1.00E+00,4000,,,,,,,,,,,,,
48,poly,2,12,20,1.00E+00,4000,,,,,,,,,,,,,
48,poly,2,13,23,1.00E+00,4600,,,,,,,,,,,,,
48,poly,2,14,30,1.00E+00,6000,,,,,,,,,,,,,
48,poly,2,15,5,1.00E+01,10000,,,,,,,,,,,,,
48,poly,2,16,30,1.00E+00,6000,,,,,,,,,,,,,
3,mono,3,1,3,1.00E+00,600,,,,,,,,,,,,,
3,mono,3,2,24,1.00E+05,480000000,,,,,,,,,,,,,
3,mono,3,3,9,1.00E+04,18000000,,,,,,,,,,,,,
3,mono,3,4,16,1.00E+05,320000000,,,,,,,,,,,,,
3,mono,3,5,5,1.00E+05,100000000,,,,,,,,,,,,,
3,mono,3,6,16,1.00E+05,320000000,,,,,,,,,,,,,
3,mono,3,7,2,1.00E+00,400,,,,,,,,,,,,,
3,mono,3,8,16,1.00E+05,320000000,,,,,,,,,,,,,
3,mono,3,9,13,1.00E+04,26000000,,,,,,,,,,,,,
3,mono,3,10,2,1.00E+00,400,,,,,,,,,,,,,
3,mono,3,11,13,1.00E+03,2600000,,,,,,,,,,,,,
3,mono,3,12,20,1.00E+04,40000000,,,,,,,,,,,,,
3,mono,3,13,0,1.00E+00,0,,,,,,,,,,,,,
3,mono,3,14,33,1.00E+02,660000,,,,,,,,,,,,,
3,mono,3,15,5,1.00E+04,10000000,,,,,,,,,,,,,
3,mono,3,16,23,1.00E+05,460000000,,,,,,,,,,,,,
3,poly,3,1,16,1.00E+03,3200000,,,,,,,,,,,,,
3,poly,3,2,27,1.00E+02,540000,,,,,,,,,,,,,
3,poly,3,3,9,1.00E+04,18000000,,,,,,,,,,,,,
3,poly,3,4,18,1.00E+03,3600000,,,,,,,,,,,,,
3,poly,3,5,11,1.00E+03,2200000,,,,,,,,,,,,,
3,poly,3,6,4,1.00E+04,8000000,,,,,,,,,,,,,
3,poly,3,7,12,1.00E+03,2400000,,,,,,,,,,,,,
3,poly,3,8,10,1.00E+03,2000000,,,,,,,,,,,,,
3,poly,3,9,6,1.00E+03,1200000,,,,,,,,,,,,,
3,poly,3,10,10,1.00E+02,200000,,,,,,,,,,,,,
3,poly,3,11,5,1.00E+03,1000000,,,,,,,,,,,,,
3,poly,3,12,9,1.00E+03,1800000,,,,,,,,,,,,,
3,poly,3,13,6,1.00E+01,12000,,,,,,,,,,,,,
3,poly,3,14,9,1.00E+04,18000000,,,,,,,,,,,,,
3,poly,3,15,17,1.00E+03,3400000,,,,,,,,,,,,,
3,poly,3,16,3,1.00E+04,6000000,,,,,,,,,,,,,
6,mono,3,1,0,1.00E+00,0,,,,,,,,,,,,,
6,mono,3,2,34,1.00E+01,68000,,,,,,,,,,,,,
6,mono,3,3,1,1.00E+00,200,,,,,,,,,,,,,
6,mono,3,4,16,1.00E+02,320000,,,,,,,,,,,,,
6,mono,3,5,10,1.00E+03,2000000,,,,,,,,,,,,,
6,mono,3,6,9,1.00E+04,18000000,,,,,,,,,,,,,
6,mono,3,7,7,1.00E+00,1400,,,,,,,,,,,,,
6,mono,3,8,7,1.00E+02,140000,,,,,,,,,,,,,
6,mono,3,9,19,1.00E+02,380000,,,,,,,,,,,,,
6,mono,3,10,3,1.00E+00,600,,,,,,,,,,,,,
6,mono,3,11,6,1.00E+03,1200000,,,,,,,,,,,,,
6,mono,3,12,40,1.00E+03,8000000,,,,,,,,,,,,,
6,mono,3,13,0,1.00E+00,0,,,,,,,,,,,,,
6,mono,3,14,9,1.00E+04,18000000,,,,,,,,,,,,,
6,mono,3,15,11,1.00E+04,22000000,,,,,,,,,,,,,
6,mono,3,16,6,1.00E+04,12000000,,,,,,,,,,,,,
6,poly,3,1,6,1.00E+03,1200000,,,,,,,,,,,,,
6,poly,3,2,12,1.00E+04,24000000,,,,,,,,,,,,,
6,poly,3,3,36,1.00E+03,7200000,,,,,,,,,,,,,
6,poly,3,4,7,1.00E+04,14000000,,,,,,,,,,,,,
6,poly,3,5,19,1.00E+03,3800000,,,,,,,,,,,,,
6,poly,3,6,31,1.00E+03,6200000,,,,,,,,,,,,,
6,poly,3,7,23,1.00E+02,460000,,,,,,,,,,,,,
6,poly,3,8,6,1.00E+03,1200000,,,,,,,,,,,,,
6,poly,3,9,13,1.00E+03,2600000,,,,,,,,,,,,,
6,poly,3,10,14,1.00E+03,2800000,,,,,,,,,,,,,
6,poly,3,11,26,1.00E+04,52000000,,,,,,,,,,,,,
6,poly,3,12,6,1.00E+04,12000000,,,,,,,,,,,,,
6,poly,3,13,10,1.00E+00,2000,,,,,,,,,,,,,
6,poly,3,14,12,1.00E+03,2400000,,,,,,,,,,,,,
6,poly,3,15,4,1.00E+04,8000000,,,,,,,,,,,,,
6,poly,3,16,5,1.00E+04,10000000,,,,,,,,,,,,,
12,mono,3,1,0,1.00E+00,0,,,,,,,,,,,,,
12,mono,3,2,8,1.00E+00,1600,,,,,,,,,,,,,
12,mono,3,3,8,1.00E+00,1600,,,,,,,,,,,,,
12,mono,3,4,10,1.00E+00,2000,,,,,,,,,,,,,
12,mono,3,5,7,1.00E+01,14000,,,,,,,,,,,,,
12,mono,3,6,8,1.00E+00,1600,,,,,,,,,,,,,
12,mono,3,7,2,1.00E+00,400,,,,,,,,,,,,,
12,mono,3,8,9,1.00E+03,1800000,,,,,,,,,,,,,
12,mono,3,9,0,1.00E+00,0,,,,,,,,,,,,,
12,mono,3,10,5,1.00E+01,10000,,,,,,,,,,,,,
12,mono,3,11,9,1.00E+00,1800,,,,,,,,,,,,,
12,mono,3,12,5,1.00E+01,10000,,,,,,,,,,,,,
12,mono,3,13,0,1.00E+00,0,,,,,,,,,,,,,
12,mono,3,14,7,1.00E+00,1400,,,,,,,,,,,,,
12,mono,3,15,1,1.00E+00,200,,,,,,,,,,,,,
12,mono,3,16,2,1.00E+00,400,,,,,,,,,,,,,
12,poly,3,1,6,1.00E+03,1200000,,,,,,,,,,,,,
12,poly,3,2,5,1.00E+01,10000,,,,,,,,,,,,,
12,poly,3,3,7,1.00E+01,14000,,,,,,,,,,,,,
12,poly,3,4,14,1.00E+01,28000,,,,,,,,,,,,,
12,poly,3,5,15,1.00E+03,3000000,,,,,,,,,,,,,
12,poly,3,6,14,1.00E+02,280000,,,,,,,,,,,,,
12,poly,3,7,16,1.00E+02,320000,,,,,,,,,,,,,
12,poly,3,8,10,1.00E+02,200000,,,,,,,,,,,,,
12,poly,3,9,8,1.00E+03,1600000,,,,,,,,,,,,,
12,poly,3,10,16,1.00E+02,320000,,,,,,,,,,,,,
12,poly,3,11,13,1.00E+02,260000,,,,,,,,,,,,,
12,poly,3,12,7,1.00E+02,140000,,,,,,,,,,,,,
12,poly,3,13,5,1.00E+00,1000,,,,,,,,,,,,,
12,poly,3,14,19,1.00E+02,380000,,,,,,,,,,,,,
12,poly,3,15,8,1.00E+03,1600000,,,,,,,,,,,,,
12,poly,3,16,6,1.00E+02,120000,,,,,,,,,,,,,
24,mono,3,1,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,2,6,1.00E+00,1200,,,,,,,,,,,,,
24,mono,3,3,3,1.00E+00,600,,,,,,,,,,,,,
24,mono,3,4,2,1.00E+00,400,,,,,,,,,,,,,
24,mono,3,5,2,1.00E+00,400,,,,,,,,,,,,,
24,mono,3,6,2,1.00E+00,400,,,,,,,,,,,,,
24,mono,3,7,5,1.00E+00,1000,,,,,,,,,,,,,
24,mono,3,8,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,9,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,10,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,11,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,12,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,13,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,14,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,15,0,1.00E+00,0,,,,,,,,,,,,,
24,mono,3,16,0,1.00E+00,0,,,,,,,,,,,,,
24,poly,3,1,6,1.00E+01,12000,,,,,,,,,,,,,
24,poly,3,2,5,1.00E+00,1000,,,,,,,,,,,,,
24,poly,3,3,2,1.00E+00,400,,,,,,,,,,,,,
24,poly,3,4,5,1.00E+00,1000,,,,,,,,,,,,,
24,poly,3,5,8,1.00E+00,1600,,,,,,,,,,,,,
24,poly,3,6,2,1.00E+00,400,,,,,,,,,,,,,
24,poly,3,7,6,1.00E+00,1200,,,,,,,,,,,,,
24,poly,3,8,3,1.00E+00,600,,,,,,,,,,,,,
24,poly,3,9,6,1.00E+01,12000,,,,,,,,,,,,,
24,poly,3,10,0,1.00E+00,0,,,,,,,,,,,,,
24,poly,3,11,6,1.00E+00,1200,,,,,,,,,,,,,
24,poly,3,12,0,1.00E+00,0,,,,,,,,,,,,,
24,poly,3,13,2,1.00E+00,400,,,,,,,,,,,,,
24,poly,3,14,0,1.00E+00,0,,,,,,,,,,,,,
24,poly,3,15,11,1.00E+00,2200,,,,,,,,,,,,,
24,poly,3,16,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,1,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,2,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,3,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,4,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,3,5,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,6,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,3,7,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,3,8,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,9,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,3,10,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,11,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,12,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,3,13,1,1.00E+00,200,,,,,,,,,,,,,
48,mono,3,14,3,1.00E+00,600,,,,,,,,,,,,,
48,mono,3,15,0,1.00E+00,0,,,,,,,,,,,,,
48,mono,3,16,1,1.00E+00,200,,,,,,,,,,,,,
48,poly,3,1,3,1.00E+00,600,,,,,,,,,,,,,
48,poly,3,2,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,3,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,4,1,1.00E+00,200,,,,,,,,,,,,,
48,poly,3,5,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,6,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,7,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,8,1,1.00E+00,200,,,,,,,,,,,,,
48,poly,3,9,1,1.00E+00,200,,,,,,,,,,,,,
48,poly,3,10,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,11,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,12,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,13,1,1.00E+00,200,,,,,,,,,,,,,
48,poly,3,14,0,1.00E+00,0,,,,,,,,,,,,,
48,poly,3,15,1,1.00E+00,200,,,,,,,,,,,,,
48,poly,3,16,1,1.00E+00,200,,,,,,,,,,,,,
3,mono,4,1,,,,,,,,,,,,,,,,
3,mono,4,2,,,,,,,,,,,,,,,,
3,mono,4,3,,,,,,,,,,,,,,,,
3,mono,4,4,,,,,,,,,,,,,,,,
3,mono,4,5,,,,,,,,,,,,,,,,
3,mono,4,6,,,,,,,,,,,,,,,,
3,mono,4,7,,,,,,,,,,,,,,,,
3,mono,4,8,,,,,,,,,,,,,,,,
3,mono,4,9,,,,,,,,,,,,,,,,
3,mono,4,10,,,,,,,,,,,,,,,,
3,mono,4,11,,,,,,,,,,,,,,,,
3,mono,4,12,,,,,,,,,,,,,,,,
3,mono,4,13,,,,,,,,,,,,,,,,
3,mono,4,14,,,,,,,,,,,,,,,,
3,mono,4,15,,,,,,,,,,,,,,,,
3,mono,4,16,,,,,,,,,,,,,,,,
3,poly,4,1,,,,,,,,,,,,,,,,
3,poly,4,2,,,,,,,,,,,,,,,,
3,poly,4,3,,,,,,,,,,,,,,,,
3,poly,4,4,,,,,,,,,,,,,,,,
3,poly,4,5,,,,,,,,,,,,,,,,
3,poly,4,6,,,,,,,,,,,,,,,,
3,poly,4,7,,,,,,,,,,,,,,,,
3,poly,4,8,,,,,,,,,,,,,,,,
3,poly,4,9,,,,,,,,,,,,,,,,
3,poly,4,10,,,,,,,,,,,,,,,,
3,poly,4,11,,,,,,,,,,,,,,,,
3,poly,4,12,,,,,,,,,,,,,,,,
3,poly,4,13,,,,,,,,,,,,,,,,
3,poly,4,14,,,,,,,,,,,,,,,,
3,poly,4,15,,,,,,,,,,,,,,,,
3,poly,4,16,,,,,,,,,,,,,,,,
6,mono,4,1,,,,,,,,,,,,,,,,
6,mono,4,2,,,,,,,,,,,,,,,,
6,mono,4,3,,,,,,,,,,,,,,,,
6,mono,4,4,,,,,,,,,,,,,,,,
6,mono,4,5,,,,,,,,,,,,,,,,
6,mono,4,6,,,,,,,,,,,,,,,,
6,mono,4,7,,,,,,,,,,,,,,,,
6,mono,4,8,,,,,,,,,,,,,,,,
6,mono,4,9,,,,,,,,,,,,,,,,
6,mono,4,10,,,,,,,,,,,,,,,,
6,mono,4,11,,,,,,,,,,,,,,,,
6,mono,4,12,,,,,,,,,,,,,,,,
6,mono,4,13,,,,,,,,,,,,,,,,
6,mono,4,14,,,,,,,,,,,,,,,,
6,mono,4,15,,,,,,,,,,,,,,,,
6,mono,4,16,,,,,,,,,,,,,,,,
6,poly,4,1,,,,,,,,,,,,,,,,
6,poly,4,2,,,,,,,,,,,,,,,,
6,poly,4,3,,,,,,,,,,,,,,,,
6,poly,4,4,,,,,,,,,,,,,,,,
6,poly,4,5,,,,,,,,,,,,,,,,
6,poly,4,6,,,,,,,,,,,,,,,,
6,poly,4,7,,,,,,,,,,,,,,,,
6,poly,4,8,,,,,,,,,,,,,,,,
6,poly,4,9,,,,,,,,,,,,,,,,
6,poly,4,10,,,,,,,,,,,,,,,,
6,poly,4,11,,,,,,,,,,,,,,,,
6,poly,4,12,,,,,,,,,,,,,,,,
6,poly,4,13,,,,,,,,,,,,,,,,
6,poly,4,14,,,,,,,,,,,,,,,,
6,poly,4,15,,,,,,,,,,,,,,,,
6,poly,4,16,,,,,,,,,,,,,,,,
12,mono,4,1,,,,,,,,,,,,,,,,
12,mono,4,2,,,,,,,,,,,,,,,,
12,mono,4,3,,,,,,,,,,,,,,,,
12,mono,4,4,,,,,,,,,,,,,,,,
12,mono,4,5,,,,,,,,,,,,,,,,
12,mono,4,6,,,,,,,,,,,,,,,,
12,mono,4,7,,,,,,,,,,,,,,,,
12,mono,4,8,,,,,,,,,,,,,,,,
12,mono,4,9,,,,,,,,,,,,,,,,
12,mono,4,10,,,,,,,,,,,,,,,,
12,mono,4,11,,,,,,,,,,,,,,,,
12,mono,4,12,,,,,,,,,,,,,,,,
12,mono,4,13,,,,,,,,,,,,,,,,
12,mono,4,14,,,,,,,,,,,,,,,,
12,mono,4,15,,,,,,,,,,,,,,,,
12,mono,4,16,,,,,,,,,,,,,,,,
12,poly,4,1,,,,,,,,,,,,,,,,
12,poly,4,2,,,,,,,,,,,,,,,,
12,poly,4,3,,,,,,,,,,,,,,,,
12,poly,4,4,,,,,,,,,,,,,,,,
12,poly,4,5,,,,,,,,,,,,,,,,
12,poly,4,6,,,,,,,,,,,,,,,,
12,poly,4,7,,,,,,,,,,,,,,,,
12,poly,4,8,,,,,,,,,,,,,,,,
12,poly,4,9,,,,,,,,,,,,,,,,
12,poly,4,10,,,,,,,,,,,,,,,,
12,poly,4,11,,,,,,,,,,,,,,,,
12,poly,4,12,,,,,,,,,,,,,,,,
12,poly,4,13,,,,,,,,,,,,,,,,
12,poly,4,14,,,,,,,,,,,,,,,,
12,poly,4,15,,,,,,,,,,,,,,,,
12,poly,4,16,,,,,,,,,,,,,,,,
24,mono,4,1,,,,,,,,,,,,,,,,
24,mono,4,2,,,,,,,,,,,,,,,,
24,mono,4,3,,,,,,,,,,,,,,,,
24,mono,4,4,,,,,,,,,,,,,,,,
24,mono,4,5,,,,,,,,,,,,,,,,
24,mono,4,6,,,,,,,,,,,,,,,,
24,mono,4,7,,,,,,,,,,,,,,,,
24,mono,4,8,,,,,,,,,,,,,,,,
24,mono,4,9,,,,,,,,,,,,,,,,
24,mono,4,10,,,,,,,,,,,,,,,,
24,mono,4,11,,,,,,,,,,,,,,,,
24,mono,4,12,,,,,,,,,,,,,,,,
24,mono,4,13,,,,,,,,,,,,,,,,
24,mono,4,14,,,,,,,,,,,,,,,,
24,mono,4,15,,,,,,,,,,,,,,,,
24,mono,4,16,,,,,,,,,,,,,,,,
24,poly,4,1,,,,,,,,,,,,,,,,
24,poly,4,2,,,,,,,,,,,,,,,,
24,poly,4,3,,,,,,,,,,,,,,,,
24,poly,4,4,,,,,,,,,,,,,,,,
24,poly,4,5,,,,,,,,,,,,,,,,
24,poly,4,6,,,,,,,,,,,,,,,,
24,poly,4,7,,,,,,,,,,,,,,,,
24,poly,4,8,,,,,,,,,,,,,,,,
24,poly,4,9,,,,,,,,,,,,,,,,
24,poly,4,10,,,,,,,,,,,,,,,,
24,poly,4,11,,,,,,,,,,,,,,,,
24,poly,4,12,,,,,,,,,,,,,,,,
24,poly,4,13,,,,,,,,,,,,,,,,
24,poly,4,14,,,,,,,,,,,,,,,,
24,poly,4,15,,,,,,,,,,,,,,,,
24,poly,4,16,,,,,,,,,,,,,,,,
48,mono,4,1,,,,,,,,,,,,,,,,
48,mono,4,2,,,,,,,,,,,,,,,,
48,mono,4,3,,,,,,,,,,,,,,,,
48,mono,4,4,,,,,,,,,,,,,,,,
48,mono,4,5,,,,,,,,,,,,,,,,
48,mono,4,6,,,,,,,,,,,,,,,,
48,mono,4,7,,,,,,,,,,,,,,,,
48,mono,4,8,,,,,,,,,,,,,,,,
48,mono,4,9,,,,,,,,,,,,,,,,
48,mono,4,10,,,,,,,,,,,,,,,,
48,mono,4,11,,,,,,,,,,,,,,,,
48,mono,4,12,,,,,,,,,,,,,,,,
48,mono,4,13,,,,,,,,,,,,,,,,
48,mono,4,14,,,,,,,,,,,,,,,,
48,mono,4,15,,,,,,,,,,,,,,,,
48,mono,4,16,,,,,,,,,,,,,,,,
48,poly,4,1,,,,,,,,,,,,,,,,
48,poly,4,2,,,,,,,,,,,,,,,,
48,poly,4,3,,,,,,,,,,,,,,,,
48,poly,4,4,,,,,,,,,,,,,,,,
48,poly,4,5,,,,,,,,,,,,,,,,
48,poly,4,6,,,,,,,,,,,,,,,,
48,poly,4,7,,,,,,,,,,,,,,,,
48,poly,4,8,,,,,,,,,,,,,,,,
48,poly,4,9,,,,,,,,,,,,,,,,
48,poly,4,10,,,,,,,,,,,,,,,,
48,poly,4,11,,,,,,,,,,,,,,,,
48,poly,4,12,,,,,,,,,,,,,,,,
48,poly,4,13,,,,,,,,,,,,,,,,
48,poly,4,14,,,,,,,,,,,,,,,,
48,poly,4,15,,,,,,,,,,,,,,,,
48,poly,4,16,,,,,,,,,,,,,,,,
3,mono,5,1,,,,,,,,,,,,,,,,
3,mono,5,2,,,,,,,,,,,,,,,,
3,mono,5,3,,,,,,,,,,,,,,,,
3,mono,5,4,,,,,,,,,,,,,,,,
3,mono,5,5,,,,,,,,,,,,,,,,
3,mono,5,6,,,,,,,,,,,,,,,,
3,mono,5,7,,,,,,,,,,,,,,,,
3,mono,5,8,,,,,,,,,,,,,,,,
3,mono,5,9,,,,,,,,,,,,,,,,
3,mono,5,10,,,,,,,,,,,,,,,,
3,mono,5,11,,,,,,,,,,,,,,,,
3,mono,5,12,,,,,,,,,,,,,,,,
3,mono,5,13,,,,,,,,,,,,,,,,
3,mono,5,14,,,,,,,,,,,,,,,,
3,mono,5,15,,,,,,,,,,,,,,,,
3,mono,5,16,,,,,,,,,,,,,,,,
3,poly,5,1,,,,,,,,,,,,,,,,
3,poly,5,2,,,,,,,,,,,,,,,,
3,poly,5,3,,,,,,,,,,,,,,,,
3,poly,5,4,,,,,,,,,,,,,,,,
3,poly,5,5,,,,,,,,,,,,,,,,
3,poly,5,6,,,,,,,,,,,,,,,,
3,poly,5,7,,,,,,,,,,,,,,,,
3,poly,5,8,,,,,,,,,,,,,,,,
3,poly,5,9,,,,,,,,,,,,,,,,
3,poly,5,10,,,,,,,,,,,,,,,,
3,poly,5,11,,,,,,,,,,,,,,,,
3,poly,5,12,,,,,,,,,,,,,,,,
3,poly,5,13,,,,,,,,,,,,,,,,
3,poly,5,14,,,,,,,,,,,,,,,,
3,poly,5,15,,,,,,,,,,,,,,,,
3,poly,5,16,,,,,,,,,,,,,,,,
6,mono,5,1,,,,,,,,,,,,,,,,
6,mono,5,2,,,,,,,,,,,,,,,,
6,mono,5,3,,,,,,,,,,,,,,,,
6,mono,5,4,,,,,,,,,,,,,,,,
6,mono,5,5,,,,,,,,,,,,,,,,
6,mono,5,6,,,,,,,,,,,,,,,,
6,mono,5,7,,,,,,,,,,,,,,,,
6,mono,5,8,,,,,,,,,,,,,,,,
6,mono,5,9,,,,,,,,,,,,,,,,
6,mono,5,10,,,,,,,,,,,,,,,,
6,mono,5,11,,,,,,,,,,,,,,,,
6,mono,5,12,,,,,,,,,,,,,,,,
6,mono,5,13,,,,,,,,,,,,,,,,
6,mono,5,14,,,,,,,,,,,,,,,,
6,mono,5,15,,,,,,,,,,,,,,,,
6,mono,5,16,,,,,,,,,,,,,,,,
